Class	ID	Text
	AJN13508	Serum Hepatocyte Growth Factor Levels in Patients with Renal Diseases Serum Hepatocyte Growth Factor Levels in Patients with Renal Diseases The serum levels of hepatocyte growth factor (HGF) were determined in patients with various renal diseases. In patients with acute-phase acute renal failure (ARF) and chronic tubulointerstitial nephritis (chronic TIN), the serum HGF levels were 0.55 ± 0.24 and 0.44 ± 0.37 ng/ml (mean ± SD), respectively, and were significantly higher than that in the control group (0.12 ± 0.12 ng/ml). The serum HGF level tended to be high also in patients with active-phase steroid-sensitive nephrotic syndrome (SSNS). The serum levels of HGF were not elevated in patients with IgA nephropathy (IgAN), Henoch-Schönlein purpura nephritis (HSPN), membranoproliferative glomerulonephritis (MPGN), poststreptococcal acute glomerulonephritis (PSAGN), unilateral renal atrophy, unilateral nephrectomy, or proximal tubular dysfunction. These observations suggest that glomerular disorders cause no apparent elevation of the serum HGF level, and that elevation of the serum HGF level may be associated with tubulointerstitial damage in renal diseases.
	AJN13511	Treatment with a Ca2+ Channel Blocker, Barnidipine, Reduces Platelet-Derived Growth Factor B-Chain mRNA in Glomeruli of Spontaneously Hypertensive Rats Treatment with a Ca2+ Channel Blocker, Barnidipine, Reduces Platelet-Derived Growth Factor B-Chain mRNA in Glomeruli of Spontaneously Hypertensive Rats We investigated the effect of barnidipine hydrochloride, a Ca2+ channel blocker, on the glomerular level of mRNA expression of platelet-derived growth factor (PDGF) B-chain and transforming growth factor (TGF)-β1 in spontaneously hypertensive rats (SHR) with reverse transcription and polymerase chain reaction. Thirteen-week-old SHR were provided with food containing barnidipine (0.6 mg/g of food, average dose during treatment: 53 mg/kg of body mass/day) for 3 weeks. A stable reduction in systolic blood pressure relative to that of age-matched control SHR was recorded after week 1 of therapy. Although no renal histological changes were observed after 3 weeks of treatment with barnidipine, the level of expression of PDGF B-chain mRNA in glomeruli was significantly reduced relative to that in control SHR. The glomerular level of TGF-β1 mRNA expression was not affected by the treatment. Treatment with barnidipine significantly reduced the excretion of urinary protein. Thus, the stable reduction in systemic blood pressure by barnidipine is associated with a reduction in PDGF B-chain mRNA expression in the glomerulus and reduction in urinary protein excretion in SHR.
	AJN13515	"Epidemiology and Natural History of Hepatitis G Virus Infection in Chronic Hemodialysis Patients Epidemiology and Natural History of Hepatitis G Virus Infection in Chronic Hemodialysis Patients Patients on chronic hemodialysis (HD) have recently been identified as having a high prevalence of hepatitis G virus (HGV) infection. The clinical significance of HGV in this population remains unclear, with no data available as to the acquisition and natural history of HGV infection in this group. Aims: To assess the prevalence and risk factors of HGV in a large cohort of chronic HD patients, and to evaluate the incidence and clinical consequences of HGV over time in this population. Methods: Paired sera from 292 patients undergoing chronic HD treatment in four units in the Los Angeles area were tested for HGV RNA before and after they had been on HD for a mean period of 9.7 ± 1.9 months. HGV was tested by a single-step RT-PCR using two couples of primers located in two different portions (5′UTR, NS5a) of the genome. The amplified products were detected by hybridization with 5′ biotin-labeled probes specific for each region. Results: At study entry there were 50 HGV RNA-positive patients, thus the HGV prevalence was 17% (50/292). The multivariate analysis by ordinal logistic regression model showed association (p = 0.0013) between HGV RNA and the location of patients among the HD units. No other significant associations were observed. Three (3/50 = 6%) HGV RNA-positive patients at study entry and 3 (3/41 = 7%) at the end of the follow-up showed a mild increase of alanine aminotransferase (ALT) activity in absence of other apparent causes of liver damage. 35 (70%) out of 50 HGV viremic patients had persistently detectable viremia during the study period; 15 (30%) had non-persistently detectable HGV RNA in the second serum specimen. There was no significant difference between the patients with persistently detectable HGV RNA and those who showed non-persistently detectable HGV viremia with regard to demographic, clinical or virological features. Six patients without detectable HGV viremia at the start of the study showed de novo HGV infection during the follow-up, thus the HGV incidence was 3.07% per year. These individuals did not simultaneously acquire HBV or HCV markers; de novo HGV infection was not associated with other demographic, clinical or virological features. One (16.7%) out of 6 individuals with HGV acquisition had persistently raised ALT levels and chronic HBsAg positivity. The prevalence of HGV was 14% (41/292) at the end of the observation period. Conclusions: The prevalence of HGV in our HD population was high; HGV positivity was strongly associated with the location of HD patients among the units; some HD individuals with current HGV infection showed biochemical signs of liver disease without other apparent causes. De novo acquisition of HGV occurred within HD units in the absence of evident parenteral risk factors for HGV other than their presence in the HD environment. A large portion of HGV viremic patients showed non-persistently detectable HGV viremia during the study. Acquisition of HGV was not associated with a rise in ALT activity unlike prior experience with de novo HCV in HD patients. Further investigations are warranted to explain the modes of HGV acquisition and the clinical significance of HGV in th HD population."
	AJN13516	"Magnetic Resonance Imaging of Pseudotumors of the Craniovertebral Junction in Long-Term Hemodialysis Patients Magnetic Resonance Imaging of Pseudotumors of the Craniovertebral Junction in Long-Term Hemodialysis Patients Background/Aims: Pseudotumors of the craniovertebral junction (PTCVJ) are observed in long-term hemodialysis (HD) patients. There are neither criteria for diagnosis nor guidelines for screening. We attempted to determine magnetic resonance imaging (MRI) findings that could be used to detect PTCVJ, to determine the prevalence of PTCVJ, and to evaluate whether destructive spondyloarthropathy (DSA) might be a yardstick for selection of patients for MRI examination for PTCVJ. Methods: MRI were examined in 19 DSA patients (8 males, 11 females, age 61.4 ± 7.3 years, HD duration 17.0 ± 4.4 years) and in 20 sex-, age-, and HD-duration-matched non-DSA patients (9 males, 11 females, age 57.5 ± 6.6 years, HD duration 17.7 ± 4.9 years). We evaluated MRI characteristics of PTCVJ according those which occur due to rheumatoid arthritis. Results: PTCVJ were characterized as follows: disappearance of fat pads in the upper region (supradental PTCVJ), intensity change of the ‘predental triangle’ in the anterior region (predental PTCVJ), and thickening of cruciform ligaments (retrodental PTCVJ). The prevalence of PTCVJ among patients undergoing HD more than 10 years was high (26 out of 39; 66.7%). The prevalence of PTCVJ was not different between DSA and non-DSA groups. Conclusion: We verified that the above MRI findings might be helpful in the detection of PTCVJ. These findings were observed frequently and independently also in patients with DSA."
	AJN13517	"Circadian Blood Pressure Changes and Cardiac Abnormalities in IgA Nephropathy Circadian Blood Pressure Changes and Cardiac Abnormalities in IgA Nephropathy The absence of diurnal blood pressure rhythm is characteristic of patients with chronic glomerulonephritis already before they develop hypertension. The prognostic importance and possible target organ-damaging effect of the absence are unknown. Simultaneously, 24-hour ambulatory blood pressure monitoring and echocardiographic investigations were done in 12 normotensive and 38 hypertensive IgA nephropathy patients. The hypertensive patients were treated with either angiotensin-converting enzyme inhibitor (ACEI) alone or in combination with a non-dihydropyridine calcium channel blocker. The absence of a night-time blood pressure reduction was frequent in both groups (5/12 vs. 20/38). In the hypertensive patients, blood pressure and left ventricular mass index were higher (124.6 ± 23.3/81.2 ± 15.3 vs. 106.6 ± 33.4/67.4 ± 21.8 mm Hg, p &lt; 0.001, and 124.1 ± 46.2 vs. 89.2 ± 45.6 g/m2, p &lt; 0.01). Diastolic left ventricular function was better in normotensive patients, in whom E wave/A wave ratio (E/A) and decelaration time values correlated closely with the diastolic diurnal index (E/A, r = 0.86, p &lt; 0.01; DT, r = –0.70, p &lt; 0.01). In the hypertensive patients, both the left ventricular wall thickness and diastolic function were significantly related to nighttime blood pressure and diurnal index values, but there was no relationship with daytime blood pressure. In conclusion, in IgA nephropathy patients there are mild cardiac abnormalities before they develop hypertension, the abnormalities bearing the closest correlation with the decrease in diurnal blood pressure rhythm. These data suggest the inefficacy of ACEI and calcium channel blockers in treating nighttime hypertension and in reestablishing diurnal rhythm. These phenomena are of great importance in the development of left ventricular hypertrophy and diastolic malfunction."
	AJN13518	Renal Reabsorption of Phosphate in Children with Sickle Cell Anemia Renal Reabsorption of Phosphate in Children with Sickle Cell Anemia It has previously been reported that in adult patients with sickle-cell anemia the serum phosphate value and the maximum tubular reabsorption of phosphate per liter of glomerular filtrate (TmP/GFR) were significantly higher than in normal controls. This does not appear to have been studied in children with sickle cell anemia (young sicklers) and this prompted us to assess renal phosphate reabsorption in this group of patients. We looked at serum phosphate level and calculated renal phosphate reabsorption (TP/GFR) in children taking random urine and blood samples at the same time and using the formula TP/GFR = Sp – Up × SCr: UCr, in 30 young sicklers all of whom had normal renal function (mean age 7.3 years) and 40 normal matching controls (mean age 6.5 years). The mean serum phosphate value in young sicklers was significantly lower than in controls (4.3 against 5.3 mg/dl) while the mean value of TP/GFR was 4.09 ± 0.74 mg/dl in young sicklers compared to 4.65 ± 0.75 mg/dl in the control group (p = 0.0026). Therefore, the TP/GFR in young sicklers was also significantly lower (p = 0.0026) than in the control group. This may be explained by the high serum level of parathyroid hormone reported previously in patients with sickle cell anemia which is expected to lower phosphate reabsorption (TmP/GFR and TP/GFR are identical in children). The lower serum phosphate value and TP/GFR in younger sicklers seems to be in contrast with the relatively high serum phosphate value and TP/GFR previously reported in adults with sickle cell anemia.
	AJN13519	Use of Cefazolin for Peritonitis Treatment in Peritoneal Dialysis Patients Use of Cefazolin for Peritonitis Treatment in Peritoneal Dialysis Patients For over two decades, intraperitoneal administration of vancomycin and an aminoglycoside has been an accepted regimen for the empiric treatment of peritonitis in the peritoneal dialysis patient, until definite identification of the organism has been made. The recent emergence of vancomycin-resistant organisms has been of great concern in many centers. The current treatment recommendation therefore is to use cefazolin in place of vancomycin. We analyzed peritonitis data from January 1, 1996 to June 30, 1997, prior to switching over to cefazolin. Seventy-five percent (27 episodes) in 1997 as compared to 78% in 1996 were due to gram-positive organisms. Twenty-two percent (8 episodes) were due to gram- negative organisms in 1997, 21% in 1996, and 3% (1 episode) due to yeast in 1997, 3% in 1996. Staphylococcus epidermidis (SE) caused 33% of the gram-positive peritonitis episodes in 1997 as compared to 37% in 1996. Twenty-two percent of the gram-positive episodes were due to Staphylococcus aureus (SA) in 1997 and 46% in 1996. Enterococcal infections were 26% in 1997 and 1% in 1996. All of these were confined to only 1 patient. The antibiogram revealed 100% sensitivity of both SA and SE to vancomycin and 100% sensitivity of SA to cefazolin, but only 11% sensitivity of SE to cefazolin. The same patient population had a 48% sensitivity of SE to cefazolin in 1996, showing a sudden and substantial increase in resistance to SE. Even though SE is thought to be a less virulent organism, treating patients with a high probability of being infected by SE with an antibiotic showing 89% resistance is not warranted.
	AJN13520	"Short- and Long-Term Outcome of Total Parathyroidectomy with Immediate Autografting versus Subtotal Parathyroidectomy in Patients with End-Stage Renal Disease Short- and Long-Term Outcome of Total Parathyroidectomy with Immediate Autografting versus Subtotal Parathyroidectomy in Patients with End-Stage Renal Disease A retrospective study was performed in 36 patients with end-stage renal disease (ESRD) comparing total parathyroidectomy followed by immediate autografting into the forearm (total PTX + IA) with parathyroidectomy (subtotal PTX) over a five-year period. Twenty-eight patients underwent subtotal PTX and 8 had total PTX + IA. The two surgical methods were evaluated with respect to preoperative severity of hyperparathyroidism, perioperative morbidity, and the incidence of recurrent hyperparathyroidism. Eleven patients in total (30.6%) developed recurrent hyperparathyroidism; 2/8 (25%) in the total PTX + IA group compared to 9/28 (32.1%) in the subtotal PTX group (p = 0.699). The median time to recurrence was longer in the total PTX + IA group (39 vs. 16 months), and the median long-term postoperative PTH value was lower (81 vs. 199 ng/l), but these differences did not reach statistical significance. In conclusion, the incidence of recurrent hyperparathyroidism is high regardless of surgical modality. However, total PTX + IA may produce more favorable results with respect to median postoperative PTH level and time to recurrence."
	AJN13521	"Risk Factors for Hospitalization in Well-Dialyzed Chronic Hemodialysis Patients Risk Factors for Hospitalization in Well-Dialyzed Chronic Hemodialysis Patients Background/Aims: Hemodialysis (HD) patients are hospitalized more frequently than patients with other chronic diseases, averaging 11.5 hospital days/patient/year. Hospital costs attributable to renal failure in the US exceed $2 billion per year. The present healthcare climate continues to force dialysis providers to focus on these issues in order to optimize patient care while limiting cost. Methods: We used a novel method for analyzing hospitalization risk, a multiple-event Cox proportional hazards model, to identify factors that influenced hospitalization in a HD unit population over a two-year period. This model allows individual patients to contribute multiple failure events to the model while controlling for the serial dependency of events. Results: 178 HD patients were retrospectively examined. There were 381 hospitalizations during the study period, averaging out to 1.9 hospitalizations and 10.5 hospital days/patient-year. Substance abuse and diabetes conveyed the largest risks for hospitalization (diabetes RR: 2.09; substance abuse RR: 2.24) in the study cohort, exposing the necessity for examining practice patterns and behavioral interventions as means for improving HD patient care. Conclusion: Despite the small numbers of patients in this single-center HD population, the model achieved adequate statistical power. Therefore, it has the potential to serve as a continuous quality improvement (CQI) tool in particular HD patient sub-groups, or in individual HD units."
	AJN13522	Circulating Concentrations of Soluble Interleukin 6 Receptors gp80 and gp130 in Chronic Renal Failure and Effects ofRenal Replacement Therapy Circulating Concentrations of Soluble Interleukin 6 Receptors gp80 and gp130 in Chronic Renal Failure and Effects ofRenal Replacement Therapy Background: Circulating receptors modulate the biological effects of cytokines. Renal insufficiency is known to influence the concentrations of the soluble tumor necrosis factor (TNF) receptors p55 and p75. No data are available on the concentrations of the circulating interleukin 6 (IL-6) receptors gp80 and gp130 during chronic renal insufficiency. Methods: We compared the serum concentrations of the IL-6 receptors gp80 and gp130 to those of the TNF receptors p55 and p75 in end-stage chronic renal failure, continuous ambulatory peritoneal dialysis, and hemodialysis (HD). Results: In healthy controls the concentrations of gp80, gp130, p55, and p75 in serum were 82.1 ± 24.3, 87.9 ± 20.2, 1.1 ± 0.2, and 1.7 ± 0.3 ng/ml, respectively. These concentrations were increased to, respectively, 112.2 ± 18.0, 186.0 ± 37.7, 10.5 ± 4.3, and 15.0 ± 7.5 ng/ml in chronic renal failure, to 138.8 ± 18.0, 181.3 ± 46.1, 25.5 ± 5.2, and 19.1 ± 3.4 ng/ml in continuous ambulatory peritoneal dialysis, and to 107.9 ± 29.4, 146.6 ± 30.5, 22.9 ± 6.3, and 16.8 ± 6.0 ng/ ml in HD (before dialysis session). The concentrations after HD were higher for p75 only. Conclusions: The data show that the concentrations of the IL-6 receptors (gp80 and gp130) are elevated in chronic renal insufficiency. The increase is relatively low as compared with the elevation of the TNF receptors in this situation. HD does not result in a consistent change in serum concentrations of the various receptors.
	AJN13523	"A Prospective Study of Hepatitis C Viremia in Renal Allograft Recipients A Prospective Study of Hepatitis C Viremia in Renal Allograft Recipients In an attempt to study the impact of HCV viremia on renal transplant clinical course and outcome, we prospectively followed 133 HBsAg-negative end stage renal disease (ESRD) patients, in whom HCV-RNA-PCR results were available, from the pre- to post-transplant period. Eighty (60%) ESRD patients tested PCR-positive, of these, 12 (15%) were anti-HCV negative by second generation ELISA. The viremic patients had a longer time on dialysis (p &lt; 0.001), received more blood units (p &lt; 0.001) and had a higher frequency of pre-transplantation liver disease (p &lt; 0.001). Further, 41% of PCR-positive patients gave a history of antischistosomal treatment compared with 23% of PCR-negative ones (p = 0.048). Recipients with and without HCV viremia were followed for a mean of 31.8 ± 5.8 (range 6–42) months and 29.8 ± 9 (range 6–41) months respectively, p = 0.14. While the prevalence of HCV viremia increased from 60 to 64% at the last follow-up, the anti-HCV seroprevalence decreased from 63 to 61%. PCR-positive patients had higher rates of both acute (p = 0.005) and chronic (p &lt; 0.001) liver disease after transplantation compared with PCR-negative patients. However, none of our HCV RNA positive recipients developed a fulminant liver disease or hepatic failure until the last follow-up. Stepwise logistic regression analysis identified pre-transplant liver disease (Odds ratio = 2.4; p = 0.07) and a cumulative corticosteroid dose in excess of 15 g at the last follow-up (Odds ratio = 3; p = 0.03) as independent predictors of post-transplant hepatic dysfunction in PCR-positive patients. Azathioprine was discontinued due to hepatic dysfunction in a significantly (p = 0.005) higher proportion of viremic patients compared with the non-viremic ones. There were no significant differences between PCR-positive and -negative patients in terms of frequencies and individual causes of graft and patient losses. Our results demonstrate that HCV infection is extremely prevalent in Egyptian hemodialysis patients and is responsible for most hepatic dysfunctions after transplantation. Although HCV viremia did not negatively affect graft or patient outcome until 31 months post-transplantation, the authors would recommend that a viremic patient should have a liver biopsy before transplantation and be immunosuppressed with caution post-transplantation. A longer follow-up may be required to exclude increased rates of HCV-induced hepatic mortalities."
	AJN13529	Antioxidant Effect of Zinc on Acute Renal Failure Induced by Ischemia-Reperfusion Injury in Rats Antioxidant Effect of Zinc on Acute Renal Failure Induced by Ischemia-Reperfusion Injury in Rats Zinc may have an antioxidant effect mediated by induction of metallothionein. Based on the assumption that metallothionein can scavenge oxygen free radicals, we examined whether zinc administration prior to renal ischemia would improve renal dysfunction caused by ischemia-reperfusion injury in rats. Wistar rats weighing 265 g were treated with an intraperitoneal injection of 20 mg/kg zinc 24 h prior to the renal ischemia-reperfusion procedure, which was achieved by a 30-min clamping of the bilateral renal vessels and subsequent 90-min reperfusion. Thirty-minute renal clearance tests were performed before and after renal ischemia in zinc- (n = 11) and saline-treated (n = 8) rats. Thiobarbituric acid reactive substance, conjugated diene, and metallothionein levels in the renal tissues were also determined. Sham-operated rats (n = 5 in each treatment) served as control for the ischemia-reperfusion rats. Ischemia-reperfusion resulted in significantly lower glomerular filtration rate values and marked increases in tissue concentrations of thiobarbituric acid reactive substance and conjugated diene compared with sham-operation. Zinc administration improved the reduced glomerular filtration rate values seen after the ischemia-reperfusion procedure, but not to the extent of pre-ischemic levels. Zinc pretreatment significantly reduced the increased levels of thiobarbituric acid reactive substance and conjugated diene during ischemia-reperfusion and increased metallothionein levels compared with saline injection. These findings suggest that zinc has an antioxidant effect mediated through the induction of metallothionein, but appears only to have a minor protective effect on renal function induced by renal ischemia-reperfusion injury.
	AJN13533	"Prescription of Twice-Weekly Hemodialysis in the USA Prescription of Twice-Weekly Hemodialysis in the USA Background/Aims: The purpose of this study was to investigate the frequency and characteristics of two hemodialysis sessions/week, to identify factors which influence or predict this prescription, and to examine the outcomes of patients receiving hemodialysis two times/week as compared to the more common treatment of three times/week. Methods: Data from a national sample of 15,067 adult hemodialysis patients were utilized to compare twice-weekly with thrice-weekly therapy by logistic regression. Results: Patients treated less than one year were more likely to be treated twice-weekly (6.1%) than patients on dialysis for one year or more (2.7%) (AOR = 1.49, p = 0.002). Treatment schedules also varied significantly by geographic region. Factors predictive of twice-weekly hemodialysis (p &lt; 0.05) were older age, Caucasian race, female gender, higher serum albumin, lower serum creatinine levels, and lower body mass index. A higher estimated renal function at the start of ESRD was also predictive of a twice-weekly schedule among incident patients (AOR = 1.05, p = 0.05). In addition, Cox-adjusted survival analysis indicated a lower mortality risk (RR = 0.76, p = 0.02) for twice-weekly hemodialysis compared to thrice-weekly among prevalent patients. For incident patients, however, the results were not significant when adjusted for GFR at ESRD onset (RR = 0.85, p = 0.31). Conclusion: Geographic differences in prescribed treatment remained unexplained by measured characteristics. The survival advantage associated with twice-weekly hemodialysis is likely to be related to patient selection and greater residual renal function."
	AJN13534	"Predicting Factors of Long-Term Results of OKT3 Therapy for Steroid Resistant Acute Rejection following Cadaveric Renal Transplantation Predicting Factors of Long-Term Results of OKT3 Therapy for Steroid Resistant Acute Rejection following Cadaveric Renal Transplantation In this retrospective study, we evaluated the histological and biological predictors of long-term response of renal transplant (RT) patients treated with orthoclone OKT3 for steroid resistant acute rejection (AR). Seventy-three patients, aged 37 ± 12 years, were included in this study between March 1987 and December 1996. All the patients but one had received sequential quadruple immunosuppression (polyclonal antilymphocyte globulins; steroids; azathioprine, and cyclosporin A). OKT3 (5 mg/day for 10 days) was administered for biopsy-proven steroid resistant AR i.e., after 3 consecutive pulses of methylprednisolone (10 mg/kg each). This was the first AR in 46 cases, the second AR in 22 cases and the third AR in 4 cases. Renal histology (Banff) showed borderline (BL) changes in 18 patients, grade I AR in 28 patients; grade II AR in 22 patients, and grade III AR in 5 patients. When treatment with OKT3 commenced (107 ± 18 days post-transplantation) the mean serum creatinine (SCr) level was 325 ± 195 μmol/l; this had decreased to 191 ± 106 μmol/l by the end of OKT3 therapy. The immediate response to OKT3 therapy i.e., within the first month, was not dependent on the histological score. Twenty-six patients (35%) subsequently experienced at least one more AR episode of whom 4 were retreated with OKT3. The overall patient’s survival was 94.5% at last follow-up. The overall cumulative graft survival was 64.5% at 2 years, 52.5% at 5 years, and 40.5% at 8 years. The graft survival (5 years) tended to depend on the initial histological score, i.e. BL 30%; grade I 66%; grades II and III 55.5% (p = 0.08). In a multiple logistic regression analysis we tried to identify independent factors that would predict that a graft would still be functioning at least 2 years after OKT3 therapy. We therefore analyzed the following parameters: donor and recipient’s age; gender; cold ischemia time; HLA matching; panel reactive antibodies (PRA) prior to grafting; previous transplantation(s); total number of AR episodes; the time of onset of the AR treated by OKT3 compared to the other AR; the time of onset of the AR treated by OKT3; SCr levels at days 0, 10 and 30 after OKT3 therapy; histological score (Banff) i.e., the magnitude of AR and the presence or absence of chronic lesions. The only independent factors which would predict that a graft was still functioning 2 years after OKT3 therapy were: PRA &lt;25% (Odds ratio (OR) 7.68 (1.15–51.3); p = 0.035); a grade I AR (OR 10.52 (1.18–93.5); p = 0.035); SCr level 1 month after OKT3 therapy (OR 0.935 (0.87–1.002); p = 0.05). HLA matching and the presence of histological chronic lesions were nearly significant (p = 0.06 and 0.09 respectively). In conclusion, this retrospective study shows that independent predictors of the long-term response to OKT3 therapy for AR in RT patients are the magnitude of pre-transplant PRA, the histological score, and the SCr level one month after OKT3 therapy."
	AJN13535	Association of Dialyzer Reuse and Hospitalization Rates among Hemodialysis Patients in the US Association of Dialyzer Reuse and Hospitalization Rates among Hemodialysis Patients in the US Objectives: To determine if reuse of hemodialyzers is associated with higher rates of hospitalization and their resulting costs among end-stage renal disease (ESRD) patients. Methods: Noncurrent cohort study of hospitalization rates among 27,264 ESRD patients beginning hemodialysis in the United States in 1986 and 1987. Results: Dialysis in free-standing facilities reprocessing dialyzers was associated with a greater rate of hospitalization than in facilities not reprocessing (relative rate (RR) = 1.08, 95% confidence interval (CI), 1.02–1.14). This higher rate of hospitalization was observed with dialyzer reuse using peracetic/acetic acids (RR = 1.11, CI 1.04–1.18) and formaldehyde (RR = 1.07, CI 1.00–1.14), but not glutaraldehyde (p = 0.97). There was no difference among hospitalization rates in hospital-based facilities reprocessing dialyzers with any sterilant and those not reprocessing. Hospitalization for causes other than vascular access morbidity in free-standing facilities reusing dialyzers with formaldehyde was not different from hospitalization in facilities not reusing. However, reuse with peracetic/acetic acids was associated with higher rates of hospitalization than formaldehyde (RR = 1.08, CI 1.03–1.15). Conclusions: Dialysis in free-standing facilities reprocessing dialyzers with peracetic/acetic acids or formaldehyde was associated with greater hospitalization than dialysis without dialyzer reprocessing. This greater hospitalization accounts for a large increment in inpatient stays in the USA. These findings raise important concerns about potentially avoidable morbidity among hemodialysis patients.
	AJN13536	"Hyperfibrinogenemia Is an Independent Risk Factor for Atherosclerotic Renal Artery Stenosis Hyperfibrinogenemia Is an Independent Risk Factor for Atherosclerotic Renal Artery Stenosis It is important to identify patients at risk for atherosclerotic renal artery stenosis because renal artery stenosis is a progressive disease and a potentially correctable problem. To determine the risk factors for atherosclerotic renal artery stenosis, we performed renal arteriography at the time of cardiac catheterization in 270 patients (M:F, 193:77, mean age: 59 years) with clinical ischemic heart disease. Before the procedure, demographic data, medical history, physical findings and laboratory data were obtained. The degree of coronary artery stenosis and renal artery stenosis was quantified with automatic edge detection technique. Significant renal artery stenosis, defined as a narrowing of the diameter by more than 50%, was identified in 28 (10%) patients. Three patients (1%) had bilateral disease. Significant coronary artery disease, defined as a narrowing of the diameter by more than 50%, was present in 231 patients (85%). By univariate logistic regression analysis, older age (68 ± 8 vs. 58 ± 10 years), the presence of hypertension (61% vs. 38%), the extent of coronary artery disease, a high fibrinogen level (391 ± 93 mg/dl vs. 335 ± 109 mg/dl), a low albumin level (3.9 ± 0.4 g/dl vs. 4.1 ± 0.4 g/dl), and a low hemoglobin level (12.5 ± 1.6 g/dl vs. 13.5 ± 1.6 g/dl) were associated with the presence of renal artery stenosis (p &lt; 0.05). Serum lipids, lipoprotein(a), creatinine, sex, smoking, or diabetes were not associated. By multivariate logistic regression analysis, older age (OR: 2.43 analyzed by 10 years increment, p = 0.0001), the presence of hypertension (OR: 2.68, p = 0.039) and a higher fibrinogen level (OR: 1.63 analyzed by 100 mg/dl increment, p = 0.038) were significant risk factors of renal artery stenosis. Fibrinogen level was negatively correlated with albumin level (r = –0.18, p = 0.004). These results suggest that hyperfibrinogenemia as well as old age and hypertension are independent risk factors for atherosclerotic renal artery stenosis."
	AJN13537	"Is the Prevalence of HIV-Associated Nephropathy Decreasing? Is the Prevalence of HIV-Associated Nephropathy Decreasing? Initial reports have suggested that approximately 10% of patients with HIV-infection develop HIV-associated nephropathy (HIVAN). It has also been predicted that by the end of the decade, HIVAN is likely to become a third leading cause of end-stage renal disease (ESRD) in African-Americans between the ages of 20–64 years. As the morbidity and mortality from HIV-infection has decreased in the last few years, it is possible that prevalence of HIVAN is also changing. We therefore screened HIV-1-infected patients followed in our hospital for HIVAN. A screening urinalysis was performed in 557 HIV-1-infected adult patients between March and May 1998. Of these, 252 were outpatients and 305 were Texas Department of Criminal Justice inmates (TDCJI). Demographic and laboratory data of these patients was obtained from the HIV patients’ database. Fifty percent of the patients were African-American, 36.6% were Caucasian and 12.7% were Hispanic. The mean age of patients was 37 ± 8 years. Seventy-nine percent of the patients were males and a history of intravenous drug abuse (IVDA) was present in 28%. Twenty-three percent of the patients were concomitantly infected with hepatitis C virus, 4.1% were positive for hepatitis B surface antigen, and rapid plasma reagin test for syphilis was positive in 9.1%. In 38 patients who had more than 100 mg/dl (2+) proteins on screening urinalysis, total urinary proteins were quantitated by collecting 24 h urine specimens. Fifteen of these patients had urinary proteins more than 1.5 g/day (12 patients &gt;3.5 g/24 h and 3 patients &gt;1.5 g/24 h). A renal biopsy was done in 14 of these patients and clinical diagnosis of HIVAN was made in one patient who refused biopsy. Renal biopsies revealed HIVAN [9], diabetic nephropathy [2], membranoproliferative glomerulonephritis [2], Fibrillary glomerulonephritis [1]. All 10 patients (5 TDCJI and 5 outpatients) with HIVAN were African-American. Two of these 10 patients had a history of IVDA and another two were concomitantly infected with hepatitis C virus. The plasma viral load (Pvl) and total CD4 count was not different in patients with or without HIVAN [(Pvl log 10.05 ± 1.39 vs. 9.9 ± 2.18 copies/ml, p = 0.78) (CD4: 187 ± 192 vs. 288 ± 249 cells/μl, p = 1.17) mean ± SD]. We conclude that in our HIV-infected population HIVAN exclusively affected African-Americans and the prevalence in them was 3.5%."
	AJN13538	"Seasonal Blood Pressure and Body Weight Variation in Patients on Chronic Hemodialysis Seasonal Blood Pressure and Body Weight Variation in Patients on Chronic Hemodialysis Aim: The relation of ambient temperature (AMT) and relative humidity to systolic blood pressure (SBP), diastolic blood pressure (DBP), body weight (BW), and body weight gain between dialysis sessions (ΔBW) was examined in hemodialysis patients by Fourier analysis. Methods and Results: The authors recruited 144 dialysis patients from a hemodialysis center in Okinawa, Japan where there is distinct seasonal variation in monthly AMT but a constant intradiurnal temperature change throughout the year. All patients had been undergoing chronic and regular hemodialysis three times per week. SBP, DBP, and BW before dialysis sessions and ΔBW were recorded in 1994. Mean monthly Okinawa AMT in 1994 was highest in Augsut and lowest in February and March, and the mean monthly relative humidity in 1994 was highest in June and lowest in January. Mean SBP and DBP were lowest in August and June respectively, and greatest in December. BW was lowest in July and September, and greatest in February and March; ΔBW was lowest in July and greatest in January. These seasonal patterns were well reproduced by the first Fourier component. The cross-correlation coefficient showed that monthly mean AMT and SBP, DBP, BW, and ΔBW were correlated with a lag time of 5 or 6 months. The cross correlation coefficient showed that relative humidity and SBP, DBP and ΔBW were also correlated with a 6-month lag time. In analyzing subgroups of patients according to the presence or absence of antihypertensive medications, a seasonal change was observed in the SBP and DBP of patients not being treated with antihypertensives, and in the DBP of patients taking antihypertensive medications, but not in the SBP of patients taking antihypertensive medications. Conclusion: Seasonal variations in SBP, DBP, BW and ΔBW were evident. AMT and the relative humidity correlated strongly with SBP, DBP, BW and ΔBW. The clinical implications of these findings in hemodialysis patients warrant further investigation."
